5,9394800,2991440
6,7751000,3589968
7,10063500,4189080
8,10236400,4787904
9,12507600,5387616
10,13948000,5986800
11,21932400,6587240
12,15503600,7186848
13,16296900,7788144
14,17912200,8388240
15,18971200,8990520
16,28927000,9591168
17,22233900,10194560
18,23872300,10795824
19,29437800,11400456
20,36123400,12002400
21,26464500,12609744
22,35699300,13212496
23,45324000,13820056
24,36158300,14423616
25,48429200,15032800
26,46132000,15645344
27,38736400,16256592
28,56478200,16862272
29,39858200,17475400
30,53742700,18082080
31,48129600,18697216
32,62687300,19304960
33,46167900,19922232
34,60732600,20531104
35,59312300,21150640
36,47869100,21760704
37,57947800,22382632
38,52928400,22993952
39,60764800,23618400
40,51148300,24231040
41,63177400,24858136
42,57644600,25472160
43,65050200,26102032
44,70052600,26717504
45,58207700,27350280
46,72219000,27967264
47,70805500,28603072
48,63208400,29221632
49,73937700,29860600
50,75442300,30480800
51,66683800,31123056
52,78025500,31744960
53,78156600,32390632
54,96925800,33014304
55,120412600,33663520
56,91604100,34289024
57,84352800,34941912
58,85722100,35569312
59,85399700,36226000
60,84851800,36855360
61,88713400,37515976
62,93047700,38147360
63,91241100,38812032
64,90956200,39445504
65,95044100,40114360
66,98655400,40749984
67,101510800,41423152
68,103477600,42154112
69,106889500,42749640
70,103555900,43389920
71,114990700,44072256
72,112143200,44714880
73,122803500,45401912
74,143680600,46046944
75,114912200,46738800
76,120095700,47386304
77,115843900,48083112
78,129226400,48733152
79,120749100,49435040
80,127666400,50087680
81,117374800,50794776
82,122289200,51450080
83,127340600,52162512
84,139120400,52820544
85,129122200,53538440
86,133183400,54199264
87,132322400,54922752
88,147782900,55586432
89,134908900,56315640
90,144834300,56987168
91,139223400,57722392
92,143856400,58392032
93,148579100,59133120
94,144861500,59805808
95,153604000,60553000
96,143560100,61228800
97,153036700,61982224
98,147613800,62661200
99,167990100,63420984
100,156774800,64103200
101,164074300,64869472
102,157514200,65554992
103,168092500,66327880
104,171306400,67016768
105,167245000,67796400
106,173967600,68488720
107,169936900,69275224
108,171903300,69971040
109,176538000,70764544
110,179321200,71463920
111,171575100,72264552
112,179268100,72967552
113,182178500,73775440
114,183387500,74482128
115,177429300,75297400
116,193932700,76007840
117,196517200,76830624
118,192760300,77544880
119,197525800,78375304
120,194153700,79093440
121,195660200,79931632
122,221298100,80653712
123,212204900,81499800
124,196950800,82225888
125,198848200,83080000
126,211648300,83810160
127,212312700,84672424
128,206525900,85406720
129,210172500,86277264
130,204351800,87015760
131,203647400,87894712
132,214460700,88637472
133,210198500,89524960
134,211997800,90272048
135,215417200,91168200
136,214330100,91919680
137,233708800,92824624
138,223193200,93580560
139,226208600,94494424
140,228737000,95254880
141,236309800,96177792
142,228061800,96942832
143,227066800,97874920
144,237741600,98644608
145,247162500,99586000
146,235396400,100360400
147,237091300,101311224
148,247944800,102090400
149,235933700,103050784
150,264713400,103834800
151,262428800,104804872
152,239461700,105593792
153,255409900,106573680
154,264457300,107367568
155,275469100,108357400
156,258292700,109156320
157,254047800,110156224
158,263992400,110960240
159,247097500,111970344
160,296063400,112779520
161,253461600,113799952
162,248993800,114614352
163,246975800,115645240
164,262324100,116464928
165,252644700,117506400
166,278419300,118331440
167,294819400,119383624
168,270249300,120214080
169,260145900,121277104
170,270331000,122113040
171,262044900,123187032
172,268040700,124028512
173,333789600,125113600
174,307174000,125960688
175,432711300,127057000
176,288403200,127909760
177,278890600,129017424
178,287077400,129875920
179,305797900,130995064
180,274344600,131859360
181,284855400,132990112
182,291381700,133860272
183,291966200,135002760
184,458063000,135878848
185,441942400,137033200
186,367670900,137915280
187,362500600,139081624
188,349152500,139969760
189,386928100,141148224
190,302462600,142042480
191,309333800,143233192
192,312332700,144133632
193,306524100,145336720
194,306015800,146243408
195,314127500,147459000
196,315342300,148372000
197,309730100,149600224
198,325114500,150519600
199,323264200,151760584
200,343508000,152686400
